candidate_id,source,license,source_category,difficulty,prompt_en,option_a_en,option_b_en,option_c_en,option_d_en,correct_option,translation_status,editorial_status
opentdb_remaining_0733,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,medium,"Aoi Miyamori is the production manager of what anime in ""Shirobako""?",The Third Aerial Girls Squad,Exodus!,Andes Chucky,Angel Beats!,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0734,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,easy,What was Ash Ketchum's second Pokemon?,Caterpie,Charmander,Pikachu,Pidgey,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0735,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,medium,Which of the following films was NOT directed by Hayao Miyazaki?,Wolf Children,Princess Mononoke,Spirited Away,Kiki's Delivery Service,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0736,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,easy,"What anime studio was in charge of the hit anime ""Made in Abyss""?",Kinema Citrus,Trigger,Studio 3hz,8bit,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0737,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,medium,Which anime did Seiji Kishi NOT direct?,Another,Humanity Has Declined,Assassination Classroom,Danganronpa: The Animation,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0738,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,hard,"Which person from ""JoJo's Bizarre Adventure"" does NOT house a reference to a band, artist, or song earlier than 1980?",Giorno Giovanna,Josuke Higashikata,Jolyne Cujoh,Johnny Joestar,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0739,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,easy,What is the name of JoJo's Bizarre Adventure Part 5?,Vento Aureo,Vento Oreo,Vanto Aureo,Vento Eureo,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0740,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,medium,"The character Momonga from the ""Overlord"" series orders his servants to call him by what name?",Ainz Ooal Gown,Master,Yggdrasil,Kugane Maruyama,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0741,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,medium,"In the ""Sailor Moon"" series, what is Sailor Jupiter's civilian name?",Makoto Kino,Minako Aino,Usagi Tsukino,Rei Hino,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0742,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,hard,"In the anime, ""Hunter X Hunter"", what is the main protagonist's name?",Gon,Gin,Gan,Gen,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0743,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,medium,What year did the popular Vocaloid: Hatsune Miku come out?,2007,2000,2008,2010,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0744,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,medium,"What year did ""Bishoujo Senshi Sailor Moon"" air in Japan?",1992,1989,1990,1994,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0745,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,hard,"Which of these anime have over 7,500 episodes?",Sazae-san,Naruto,One Piece,Chibi Maruko-chan,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0746,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,easy,"The characters of ""Log Horizon"" are trapped in what game?",Elder Tale,Sword Art Online,Tower Unite,Yggdrasil,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0747,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,easy,"Satella in ""Re:Zero"" is the witch of what?",Envy,Pride,Sloth,Wrath,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0748,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,easy,"Who was given the title ""Full Metal"" in the anime series ""Full Metal Alchemist""?",Edward Elric,Alphonse Elric,Van Hohenheim,Izumi Curtis,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0749,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,hard,"In the ""Dragon Ball"" franchise, what is the name of Goku's brother?",Raditz,Gohan,Vegeta,Bardock,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0750,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,medium,"Which of the stands from ""JoJo's Bizarre Adventure"" mimics the likeness of a tomato?",Pearl Jam,Red Hot Chili Pepper,Cream Starter,Nut King Call,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0751,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,easy,"In ""To Love-Ru"", Ren and Run are from what planet?",Memorze,Deviluke,Mistletoe,Okiwana,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0752,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,medium,"Who is the creator of the manga series ""One Piece""?",Eiichiro Oda,Yoshihiro Togashi,Hayao Miyazaki,Masashi Kishimoto,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0753,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,hard,"Akatsuki's subclass in ""Log Horizon"" is what?", Tracker,Assassin,Scribe,Apprentice,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0754,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,medium,"What year does Part 7 of ""JoJo's Bizarre Adventure"" take place in?",1890,1888,1999,2003,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0755,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,hard,"Which animation studio produced the anime adaptation of ""xxxHolic""?",Production I.G,Sunrise,Xebec,Kyoto Animation,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0756,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,easy,"Who is the armored titan in ""Attack On Titan""?",Reiner Braun,Armin Arlelt,Mikasa Ackermann,Eren Jaeger,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0757,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,medium,The main protagonist of the fifth part of JoJo's Bizarre Adventure is which of the following?,Giorno Giovanna,Guido Mista,Jonathan Joestar,Joey JoJo,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0758,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,hard,In the Overlord Anime who was Cocytus made by?,Warrior Takemikazuchi,Peroroncino,Ulbert Alain Odle,Bukubukuchagama,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0759,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,easy,What is the name of the corgi in Cowboy Bebop?,Einstein,Edward,Rocket,Joel,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0760,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,easy,What is the name of the stuffed lion in Bleach?,Kon,Jo,Urdiu,Chad,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0761,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,easy,"Who is the colossal titan in ""Attack On Titan""?",Bertolt Hoover,Reiner,Eren,Sasha,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0762,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,medium,"The character Plum from ""No Game No Life"" is of what race?",Dhampir,Flügel,Imanity,Seiren,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0763,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,hard,"Which one of these characters is from ""Legendz : Tale of the Dragon Kings""?",Shiron,Jack,Axia,Drum,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0764,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,medium,"How does the character Dragowizard, Qinus Axia's from the anime ""Buddyfight"" differ between the Japanese and English dubs?",Different Gender,Different Body Proportions,Different Backstory,Different Appearance,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0765,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,medium,"What is the name of the device that allows for infinite energy in the anime ""Dimension W""?",Coils,Wires,Collectors,Tesla,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0766,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,easy,"In the anime ""My Hero Academia"", which character is shown with the ability to manipulate gravity?",Uraraka,Bakugo,Deku,Asui ,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0767,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,medium,The main protagonist of the fourth part of JoJo's Bizarre Adventure is which of the following?,Josuke Higashikata,Yoshikage kira,Koichi Hirose,Joey JoJo,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0768,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,hard,Who is the horror manga artist who made Uzumaki?,Junji Ito,Kazuo Umezu,Shintaro Kago,Sui Ishida,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0769,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,hard,"The ""To Love-Ru"" Manga was started in what year?",2006,2007,2004,2005,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0770,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,easy,"What's the English Dub Name of ""Smile Precure""?",Glitter Force,Sparkle Girls,Fairy Tale Patrol,Power Princesses,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0771,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,medium,"In the ""Re:Zero"" manga series, which of the following Sin Archbishops eats Rem's existence?",Ley Batenkaitos,Roy Alphard,Petelgeuse Romanee-Conti,Louis Arneb,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0772,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,easy,"In ""Inuyasha"", what are the heros are looking to collect?",Jewel Shards,Dragon Balls,Rave Stones,Sacred Stones,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0773,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,medium,"Which animation studio animated the 2016 anime ""Mob Psycho 100""?",Bones,A-1 Pictures,Shaft,Madhouse,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0774,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,hard,"In ""One Piece"", what does ""the Pirate King"" mean to the captain of the Straw Hat Pirates?",Freedom,Promise,Adventure,Friendship,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0775,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,medium,"Which of these is not a world in the anime ""Buddyfight""?",Ancient Dragon World,Dragon World,Star Dragon World,Darkness Dragon World,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0776,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,easy,Who was the villain of ''The Lion King''?,Scar,Fred,Jafar,Vada,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0777,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,easy,Who voices for Ruby in the animated series RWBY?,Lindsay Jones,Tara Strong,Jessica Nigri,Hayden Panettiere,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0778,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,easy,"Which of these characters from ""SpongeBob SquarePants"" is not a squid?",Gary,Orvillie,Squidward,Squidette,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0779,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,easy,"What is the relationship between Rick and Morty in the show ""Rick and Morty""?",Grandfather and Grandson,Father and Son,Best Friends,Crimefighting Partners,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0780,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,easy,"Which of these characters live in a pineapple under the sea in the cartoon ""SpongeBob SquarePants"".",SpongeBob SquarePants ,Patrick Star,Squidward Tentacles,Mr. Krabs,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0781,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,medium,"In the animated series RWBY, what is the name of the weapon used by Weiss Schnee?",Myrtenaster,Gambol Shroud,Crescent Rose,Ember Celica,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0782,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,medium,"Which city did Anger berate for ruining pizza in ""Inside Out""?",San Francisco,Minnesota,Washington,California,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0783,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,medium,What is the name of Ruby Rose's weapon from RWBY?,Crescent Rose,Thorned Rosebud,Magnhild,Crooked Scythe,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0784,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,medium,"Which singer provided the voice of Metroid's Mother Brain in the animated series ""Captain N: The Game Master""?",Levi Stubbs,Freddie Mercury,Janet Jackson,Joan Jett,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0785,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,hard,"In ""Rick and Morty"", from which dimension do Rick and Morty originate from?",C-137,J1977,C-136,C500-a,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0786,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,medium,"When did the last episode of ""Futurama"" air before returning in 2023?","September 4, 2013","December 25, 2010","March 28, 1999","November 4, 2021",A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0787,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,easy,"In the show ""Steven Universe"", who are the main two employees of The Big Donut?",Sadie and Lars,Steven and James,Erik and Julie,Bob and May,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0788,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,hard,"What town was ""Springfield"" from ""The Simpsons"" originally named after?","Springfield, Oregon","Springfield, Missouri","Springfield, Illinois","Springfield, Massachusetts",A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0789,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,medium,"What is the name of Sid's dog in ""Toy Story""?",Scud,Buster,Whiskers,Mr. Jones,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0790,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,hard,"Townsend Coleman provided the voice for which turtle in the original 1987 series of ""Teenage Mutant Ninja Turtles""?",Michelangelo,Leonardo,Donatello,Raphael,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0791,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,medium,Which one of these cartoon characters is NOT voiced by Rob Paulsen?,Max Tennyson (Ben 10),Carl Wheezer (Jimmy Neutron),Yakko Warner (Animaniacs),"The Mask (The Mask, TV Series)",A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0792,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,easy,The song 'Little April Shower' features in which Disney cartoon film?,Bambi,Cinderella,Pinocchio,The Jungle Book,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0793,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,medium,"In the show ""Fat Albert and the Cosby Kids"", what is the name of the characters' fictional gang?",The Junkyard Gang,The Trash Troupe,The Scrapyard Seven,The Rotten Posse,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0794,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,hard,"Which of the following films was Don Bluth both the writer, director, and producer for?",All Dogs Go To Heaven,Titan A.E.,Anastasia,The Land Before Time,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0795,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,medium,"What is the cartoon character, Andy Capp, known as in Germany?",Willi Wakker,Dick Tingeler,Helmut Schmacker,Rod Tapper,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0796,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,hard,"In the 1969 Cartoon show ""Dastardly and Muttley in Their Flying Machines"", which were NOT one of the lyrics in the opening theme?",Stab him,Nab him,Jab him,Tab him,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0797,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,hard,"Who voice acted the character Hiccup in the movie ""How to Train Your Dragon""?",Jay Baruchel,Jack Brauchel,John Powell,Gerard Butler,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0798,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,medium,"In ""My Little Pony: Friendship is Magic"", which of these ponies represents the quality of honesty?",Applejack,Twilight Sparkle,Pinkie Pie,Rarity,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0799,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,easy,Who is Winnie the Pooh's gloomy donkey friend?,Eeyore,Piglet,Tigger,Kanga,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0800,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,hard,"What was the release date of the first episode of ""The Powerpuff Girls""?","November 18, 1998","June 25, 1999","July 28, 2000","April 14, 2001",A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0801,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,medium,"What year was the Disney film ""A Goofy Movie"" released?",1995,1999,2001,1997,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0802,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,easy,"In The Simpsons, which war did Seymour Skinner serve in the USA Army as a Green Beret?",Vietnam War,World War 2,World War 1,Cold War,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0803,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,hard,"What was Maggie Simpson's first canonical word, not including the Tracey Ullman shorts?",Daddy.,Sequel?,Ja!,Rusty!,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0804,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,medium,Adam West was the mayor of which cartoon town?,Quahog,Springfield,South Park,Langley Falls,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0805,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,easy,What was the first Disney movie to use CGI?,The Black Cauldron,Tron,Toy Story,Fantasia,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0806,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,easy,Which Teenage Mutant Ninja Turtle traditionally wears an orange bandana?,Michelangelo,Leonardo,Donatello,Raphael,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0807,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,hard,"In the web-comic Homestuck, what is the name of the game the 4 kids play?",Sburb,Homesick,Husslie,Hiveswap,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0808,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,easy,"In South Park, what is Stan's surname?",Marsh,Stotch,Broflovski,Tweak,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0809,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Cartoon & Animations,medium,What ability does Princess Sofia the First have from her amulet that allows her to breathe underwater?,Mermaid Transformation,Artificial Gills,Bubble Head,Bubble Shield,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
